"","db","Released.Info","Actual","Open","High","Low","Close","CC_Delta","CL_Delta","HC_Delta"
"17285","Commodity Index AUD",2015-06-19 23:00:00,"79.2",1.1359,1.1398,1.1292,1.1352,-10.9999999999988,-40,58.0000000000003
"17286","Commodity Index AUD",2015-06-18 23:00:00,"79.2",1.1337,1.1436,1.1331,1.1359,-6.99999999999923,-66.9999999999993,39.0000000000001
"17287","Commodity Index AUD",2015-06-17 23:00:00,"79.2",1.1248,1.1358,1.1207,1.1337,21.9999999999998,-5.99999999999934,99.0000000000002
"17288","Commodity Index AUD",2015-06-16 23:00:00,"79.2",1.1283,1.133,1.1205,1.1248,88.9999999999991,-40.9999999999999,109.999999999999
"17289","Commodity Index AUD",2015-06-15 23:00:00,"79.2",1.1227,1.1294,1.1189,1.1283,-35.0000000000006,-78.0000000000003,46.9999999999993
"17290","Commodity Index AUD",2015-06-12 23:00:00,"79.2",1.1258,1.1297,1.1151,1.1266,17.0000000000003,-77.0000000000004,27.9999999999991
"17291","Commodity Index AUD",2015-06-11 23:00:00,"79.2",1.1324,1.1331,1.1182,1.1258,8.00000000000134,-106.999999999999,39.0000000000001
"17292","Commodity Index AUD",2015-06-10 23:00:00,"79.2",1.1283,1.1386,1.126,1.1324,-66.0000000000016,-142,6.99999999999923
"17293","Commodity Index AUD",2015-06-09 23:00:00,"79.2",1.1291,1.1346,1.1214,1.1283,40.9999999999999,-23.0000000000019,103
"17294","Commodity Index AUD",2015-06-08 23:00:00,"79.2",1.1112,1.1307,1.1082,1.1291,-7.99999999999912,-77.0000000000004,55.0000000000006
"17295","Commodity Index AUD",2015-06-05 23:00:00,"79.2",1.1238,1.128,1.105,1.1114,177,-31.9999999999987,193.000000000001
"17296","Commodity Index AUD",2015-06-04 23:00:00,"79.2",1.1275,1.138,1.1223,1.1238,-124,-187.999999999999,41.9999999999998
"17297","Commodity Index AUD",2015-06-03 23:00:00,"79.2",1.1151,1.1285,1.108,1.1275,-37.0000000000004,-51.9999999999987,105
"17298","Commodity Index AUD",2015-06-02 23:00:00,"79.2",1.0927,1.1192,1.0916,1.1151,124,-70.9999999999988,134.000000000001
"17299","Commodity Index AUD",2015-06-01 23:00:00,"79.2",1.0985,1.0991,1.0887,1.0927,224,-11.000000000001,265
"17300","Commodity Index AUD",2015-05-29 23:00:00,"81.2",1.0949,1.1006,1.0926,1.0986,-59.0000000000002,-99.0000000000002,4.99999999999945
"17301","Commodity Index AUD",2015-05-28 23:00:00,"81.2",1.0904,1.0959,1.0868,1.0949,37.0000000000004,-22.9999999999997,57.0000000000004
"17302","Commodity Index AUD",2015-05-27 23:00:00,"81.2",1.0873,1.0929,1.0819,1.0904,44.9999999999995,-36.0000000000005,55.0000000000006
"17303","Commodity Index AUD",2015-05-26 23:00:00,"81.2",1.0978,1.0982,1.0863,1.0873,31.000000000001,-53.9999999999985,56.0000000000005
"17304","Commodity Index AUD",2015-05-25 23:00:00,"81.2",1.1005,1.101,1.0959,1.0978,-105.000000000002,-115.000000000001,3.99999999999956
"17305","Commodity Index AUD",2015-05-22 23:00:00,"81.2",1.1112,1.1208,1.1002,1.1013,-34.9999999999984,-53.9999999999985,-2.99999999999967
"17306","Commodity Index AUD",2015-05-21 23:00:00,"81.2",1.1094,1.1181,1.108,1.1112,-99.0000000000002,-109.999999999999,96.0000000000005
"17307","Commodity Index AUD",2015-05-20 23:00:00,"81.2",1.115,1.1153,1.1062,1.1094,18.0000000000002,-13.9999999999985,87.0000000000015
"17308","Commodity Index AUD",2015-05-19 23:00:00,"81.2",1.1315,1.1326,1.1119,1.115,-56.0000000000005,-87.9999999999992,2.99999999999967
"17309","Commodity Index AUD",2015-05-18 23:00:00,"81.2",1.1446,1.1453,1.1299,1.1315,-165,-195.999999999998,11.000000000001
"17310","Commodity Index AUD",2015-05-15 23:00:00,"81.2",1.141,1.1467,1.1324,1.1451,-136.000000000001,-152.000000000001,1.99999999999978
"17311","Commodity Index AUD",2015-05-14 23:00:00,"81.2",1.1354,1.1445,1.1341,1.141,40.9999999999999,-85.9999999999994,57.0000000000004
"17312","Commodity Index AUD",2015-05-13 23:00:00,"81.2",1.1213,1.1383,1.1203,1.1354,56.0000000000005,-12.9999999999986,91.0000000000011
"17313","Commodity Index AUD",2015-05-12 23:00:00,"81.2",1.1155,1.1279,1.1135,1.1213,141,-9.9999999999989,170.000000000001
"17314","Commodity Index AUD",2015-05-11 23:00:00,"81.2",1.1197,1.1207,1.1131,1.1155,58.0000000000003,-20,124
"17315","Commodity Index AUD",2015-05-08 23:00:00,"81.2",1.1267,1.1289,1.1179,1.1199,-43.9999999999996,-67.9999999999992,8.00000000000134
"17316","Commodity Index AUD",2015-05-07 23:00:00,"81.2",1.1347,1.1392,1.1237,1.1267,-68.0000000000014,-88.0000000000014,21.9999999999998
"17317","Commodity Index AUD",2015-05-06 23:00:00,"81.2",1.1185,1.137,1.1175,1.1347,-80.0000000000001,-110.000000000001,44.9999999999995
"17318","Commodity Index AUD",2015-05-05 23:00:00,"81.2",1.1146,1.1223,1.1066,1.1185,162,-10.0000000000011,185
"17319","Commodity Index AUD",2015-05-04 23:00:00,"81.2",1.12,1.1224,1.1123,1.1146,39.0000000000001,-80.0000000000001,77.0000000000004
"17320","Commodity Index AUD",2015-05-01 23:00:00,"81.2",1.1224,1.129,1.1175,1.1199,-52.9999999999986,-75.9999999999983,25.0000000000017
"17321","Commodity Index AUD",2015-04-30 23:00:00,"83.7",1.1128,1.1266,1.1072,1.1224,-25.0000000000017,-49.0000000000013,65.9999999999994
"17322","Commodity Index AUD",2015-04-29 23:00:00,"83.7",1.0981,1.1188,1.096,1.1128,96.0000000000005,-56.0000000000005,138
"17323","Commodity Index AUD",2015-04-28 23:00:00,"83.7",1.0891,1.0991,1.086,1.0981,146.999999999999,-20.9999999999999,206.999999999999
"17324","Commodity Index AUD",2015-04-27 23:00:00,"83.7",1.0866,1.0927,1.082,1.0891,90.0000000000012,-30.9999999999988,100
"17325","Commodity Index AUD",2015-04-24 23:00:00,"83.7",1.0824,1.09,1.0785,1.0873,18.0000000000002,-52.9999999999986,54.0000000000007
"17326","Commodity Index AUD",2015-04-23 23:00:00,"83.7",1.0725,1.0846,1.0666,1.0824,48.999999999999,-39.0000000000001,76.0000000000005
"17327","Commodity Index AUD",2015-04-22 23:00:00,"83.7",1.0736,1.0801,1.0709,1.0725,99.0000000000002,-59.0000000000002,121
"17328","Commodity Index AUD",2015-04-21 23:00:00,"83.7",1.0738,1.0781,1.066,1.0736,-11.000000000001,-27.0000000000015,64.9999999999995
"17329","Commodity Index AUD",2015-04-20 23:00:00,"83.7",1.0822,1.0825,1.0712,1.0738,-1.99999999999978,-78.0000000000003,42.9999999999997
"17330","Commodity Index AUD",2015-04-17 23:00:00,"83.7",1.0761,1.0849,1.0734,1.0806,-67.9999999999992,-94.0000000000008,19.0000000000001
"17331","Commodity Index AUD",2015-04-16 23:00:00,"83.7",1.0684,1.0818,1.0625,1.0761,44.9999999999995,-27.0000000000015,87.9999999999992
"17332","Commodity Index AUD",2015-04-15 23:00:00,"83.7",1.0655,1.0702,1.0571,1.0684,77.0000000000004,-59.0000000000002,134.000000000001
"17333","Commodity Index AUD",2015-04-14 23:00:00,"83.7",1.0567,1.0707,1.0532,1.0655,29.0000000000012,-83.9999999999996,47.0000000000015
"17334","Commodity Index AUD",2015-04-13 23:00:00,"83.7",1.0598,1.0619,1.0521,1.0567,87.9999999999992,-35.0000000000006,140
"17335","Commodity Index AUD",2015-04-10 23:00:00,"83.7",1.0659,1.0684,1.0568,1.0604,-37.0000000000004,-82.9999999999997,15.0000000000006
"17336","Commodity Index AUD",2015-04-09 23:00:00,"83.7",1.0781,1.0789,1.0638,1.0659,-55.0000000000006,-91.0000000000011,24.9999999999995
"17337","Commodity Index AUD",2015-04-08 23:00:00,"83.7",1.0814,1.0888,1.0764,1.0781,-122,-143,7.99999999999912
"17338","Commodity Index AUD",2015-04-07 23:00:00,"83.7",1.0922,1.0955,1.0804,1.0814,-32.9999999999986,-49.9999999999989,74.0000000000007
"17339","Commodity Index AUD",2015-04-06 23:00:00,"83.7",1.0967,1.1036,1.091,1.0922,-108.000000000001,-118,32.9999999999986
"17340","Commodity Index AUD",2015-04-03 23:00:00,"83.7",1.088,1.1027,1.0864,1.0969,-46.9999999999993,-59.0000000000002,66.9999999999993
"17341","Commodity Index AUD",2015-04-02 23:00:00,"83.7",1.0763,1.0905,1.075,1.088,88.9999999999991,-16.0000000000005,146.999999999999
"17342","Commodity Index AUD",2015-04-01 23:00:00,"83.7",1.0731,1.08,1.0719,1.0763,117,-13.0000000000008,142
"17343","Commodity Index AUD",2015-03-31 23:00:00,"88.8",1.0833,1.0845,1.0713,1.0731,32.0000000000009,-11.9999999999987,69.0000000000013
"17344","Commodity Index AUD",2015-03-30 23:00:00,"88.8",1.0891,1.0905,1.081,1.0833,-102,-120,12.0000000000009
"17345","Commodity Index AUD",2015-03-27 23:00:00,"88.8",1.0884,1.0949,1.0801,1.0889,-56.0000000000005,-79.0000000000002,16.0000000000005
"17346","Commodity Index AUD",2015-03-26 23:00:00,"88.8",1.097,1.1052,1.0857,1.0884,4.99999999999945,-82.9999999999997,64.9999999999995
"17347","Commodity Index AUD",2015-03-25 23:00:00,"88.8",1.0924,1.1014,1.0901,1.097,-85.9999999999994,-112.999999999999,81.9999999999999
"17348","Commodity Index AUD",2015-03-24 23:00:00,"88.8",1.0946,1.1029,1.0891,1.0924,45.9999999999994,-22.9999999999997,89.999999999999
"17349","Commodity Index AUD",2015-03-23 23:00:00,"88.8",1.0837,1.0971,1.0768,1.0946,-21.9999999999998,-55.0000000000006,82.9999999999997
"17350","Commodity Index AUD",2015-03-20 23:00:00,"88.8",1.066,1.0882,1.065,1.0821,125,-53.0000000000008,149.999999999999
"17351","Commodity Index AUD",2015-03-19 23:00:00,"88.8",1.0864,1.0919,1.0613,1.066,161,-10.0000000000011,222
"17352","Commodity Index AUD",2015-03-18 23:00:00,"88.8",1.0597,1.1043,1.058,1.0864,-204,-251.000000000001,55.0000000000006
"17353","Commodity Index AUD",2015-03-17 23:00:00,"88.8",1.0568,1.0651,1.0552,1.0597,266.999999999999,-17.0000000000003,446
"17354","Commodity Index AUD",2015-03-16 23:00:00,"88.8",1.0489,1.062,1.0458,1.0568,29.0000000000012,-16.0000000000005,82.9999999999997
"17355","Commodity Index AUD",2015-03-13 23:00:00,"88.8",1.0635,1.0635,1.0463,1.0496,71.9999999999987,-38.0000000000003,124
"17356","Commodity Index AUD",2015-03-12 23:00:00,"88.8",1.0547,1.0684,1.0495,1.0635,-138.999999999998,-171.999999999999,0
"17357","Commodity Index AUD",2015-03-11 23:00:00,"88.8",1.0698,1.0717,1.0511,1.0547,87.9999999999992,-51.9999999999987,137
"17358","Commodity Index AUD",2015-03-10 23:00:00,"88.8",1.0852,1.0856,1.0693,1.0698,-151.000000000001,-187.000000000002,19.0000000000001
"17359","Commodity Index AUD",2015-03-09 23:00:00,"88.8",1.0832,1.0907,1.0823,1.0852,-153.999999999999,-159,3.99999999999956
"17360","Commodity Index AUD",2015-03-06 22:00:00,"88.8",1.103,1.1033,1.084,1.0844,7.99999999999912,-20.9999999999999,62.9999999999997
"17361","Commodity Index AUD",2015-03-05 22:00:00,"88.8",1.1078,1.1114,1.0988,1.103,-185.999999999999,-189.999999999999,2.99999999999967
"17362","Commodity Index AUD",2015-03-04 22:00:00,"88.8",1.1176,1.1186,1.1062,1.1078,-47.9999999999992,-89.999999999999,36.0000000000005
"17363","Commodity Index AUD",2015-03-03 22:00:00,"88.8",1.1184,1.1218,1.1155,1.1176,-98.0000000000003,-113.999999999999,10.0000000000011
"17364","Commodity Index AUD",2015-03-02 22:00:00,"88.8",1.1191,1.1241,1.116,1.1184,-8.00000000000134,-29.0000000000012,33.9999999999985
"17365","Commodity Index AUD",2015-02-27 22:00:00,"87.3",1.1198,1.1245,1.1176,1.1196,-11.9999999999987,-35.9999999999983,45.0000000000017
"17366","Commodity Index AUD",2015-02-26 22:00:00,"87.3",1.1361,1.138,1.1184,1.1198,-1.99999999999978,-21.9999999999998,47.0000000000015
"17367","Commodity Index AUD",2015-02-25 22:00:00,"87.3",1.134,1.1389,1.1336,1.1361,-163.000000000002,-177,18.9999999999979
"17368","Commodity Index AUD",2015-02-24 22:00:00,"87.3",1.1335,1.1358,1.1289,1.134,21.0000000000021,-3.99999999999956,49.0000000000013
"17369","Commodity Index AUD",2015-02-23 22:00:00,"87.3",1.1384,1.1412,1.1295,1.1335,4.99999999999945,-45.9999999999994,22.9999999999997
"17370","Commodity Index AUD",2015-02-20 22:00:00,"87.3",1.1368,1.143,1.1279,1.1381,-45.9999999999994,-85.9999999999994,31.000000000001
"17371","Commodity Index AUD",2015-02-19 22:00:00,"87.3",1.1397,1.145,1.1356,1.1368,12.9999999999986,-89.0000000000013,61.9999999999998
"17372","Commodity Index AUD",2015-02-18 22:00:00,"87.3",1.1411,1.1416,1.1334,1.1397,-28.999999999999,-40.9999999999999,53.0000000000008
"17373","Commodity Index AUD",2015-02-17 22:00:00,"87.3",1.1355,1.1449,1.1322,1.1411,-14.0000000000007,-77.0000000000004,4.99999999999945
"17374","Commodity Index AUD",2015-02-16 22:00:00,"87.3",1.1401,1.1429,1.132,1.1355,56.0000000000005,-32.9999999999986,94.0000000000008
"17375","Commodity Index AUD",2015-02-13 22:00:00,"87.3",1.1403,1.1443,1.138,1.1394,-39.0000000000001,-74.0000000000007,35.0000000000006
"17376","Commodity Index AUD",2015-02-12 22:00:00,"87.3",1.1336,1.1423,1.1303,1.1403,-9.00000000000123,-23.0000000000019,40
"17377","Commodity Index AUD",2015-02-11 22:00:00,"87.3",1.1321,1.1348,1.128,1.1336,67.0000000000015,-32.9999999999986,87.0000000000015
"17378","Commodity Index AUD",2015-02-10 22:00:00,"87.3",1.1325,1.1345,1.1273,1.1321,14.9999999999983,-41.0000000000021,26.9999999999992
"17379","Commodity Index AUD",2015-02-09 22:00:00,"87.3",1.1316,1.1359,1.127,1.1325,-3.99999999999956,-52.0000000000009,20
"17380","Commodity Index AUD",2015-02-06 22:00:00,"87.3",1.1477,1.1486,1.1312,1.1316,9.00000000000123,-45.9999999999994,42.9999999999997
"17381","Commodity Index AUD",2015-02-05 22:00:00,"87.3",1.1345,1.1499,1.1304,1.1477,-161,-165,9.00000000000123
"17382","Commodity Index AUD",2015-02-04 22:00:00,"87.3",1.1481,1.1485,1.1316,1.1345,131.999999999999,-40.9999999999999,153.999999999999
"17383","Commodity Index AUD",2015-02-03 22:00:00,"87.3",1.1341,1.1534,1.1313,1.1481,-135.999999999998,-165,4.00000000000178
"17384","Commodity Index AUD",2015-02-02 22:00:00,"87.3",1.1285,1.1362,1.1279,1.1341,139.999999999998,-28.0000000000014,192.999999999999
"17385","Commodity Index AUD",2015-01-30 22:00:00,"87.6",1.132,1.1364,1.1279,1.1291,50.0000000000012,-12.0000000000009,71.0000000000011
"17386","Commodity Index AUD",2015-01-29 22:00:00,"87.6",1.1287,1.1368,1.1262,1.132,-28.999999999999,-40.9999999999999,44.0000000000018
"17387","Commodity Index AUD",2015-01-28 22:00:00,"87.6",1.1381,1.1383,1.1276,1.1287,32.9999999999986,-24.9999999999995,81
"17388","Commodity Index AUD",2015-01-27 22:00:00,"87.6",1.1239,1.1423,1.1224,1.1381,-93.9999999999985,-105,2.000000000002
"17389","Commodity Index AUD",2015-01-26 22:00:00,"87.6",1.1189,1.1296,1.1098,1.1238,143,-13.9999999999985,185.000000000002
"17390","Commodity Index AUD",2015-01-23 22:00:00,"87.6",1.1366,1.1374,1.1115,1.1204,33.9999999999985,-106.000000000002,91.9999999999987
"17391","Commodity Index AUD",2015-01-22 22:00:00,"87.6",1.161,1.165,1.1316,1.1366,-162,-251.000000000001,7.99999999999912
"17392","Commodity Index AUD",2015-01-21 22:00:00,"87.6",1.155,1.1679,1.1542,1.161,-244,-294.000000000001,40
"17393","Commodity Index AUD",2015-01-20 22:00:00,"87.6",1.1606,1.1615,1.1541,1.155,60.0000000000001,-8.00000000000134,128.999999999999
"17394","Commodity Index AUD",2015-01-19 22:00:00,"87.6",1.1563,1.1639,1.1546,1.1606,-56.0000000000005,-65.0000000000017,8.99999999999901
"17395","Commodity Index AUD",2015-01-16 22:00:00,"87.6",1.1633,1.1649,1.146,1.1567,39.0000000000001,-20.9999999999999,71.9999999999987
"17396","Commodity Index AUD",2015-01-15 22:00:00,"87.6",1.1789,1.1793,1.1568,1.1633,-65.9999999999994,-173.000000000001,16.0000000000005
"17397","Commodity Index AUD",2015-01-14 22:00:00,"87.6",1.1773,1.1846,1.1727,1.1789,-156.000000000001,-221,3.99999999999956
"17398","Commodity Index AUD",2015-01-13 22:00:00,"87.6",1.1834,1.186,1.1753,1.1773,16.0000000000005,-45.9999999999994,73.0000000000008
"17399","Commodity Index AUD",2015-01-12 22:00:00,"87.6",1.1836,1.1871,1.1786,1.1834,-60.9999999999999,-81,25.9999999999994
"17400","Commodity Index AUD",2015-01-09 22:00:00,"87.6",1.1793,1.1846,1.1763,1.1842,-7.99999999999912,-55.9999999999983,29.0000000000012
"17401","Commodity Index AUD",2015-01-08 22:00:00,"87.6",1.1839,1.1848,1.1754,1.1793,48.999999999999,-30.0000000000011,53.0000000000008
"17402","Commodity Index AUD",2015-01-07 22:00:00,"87.6",1.189,1.1897,1.1802,1.1839,-45.9999999999994,-84.9999999999995,9.00000000000123
"17403","Commodity Index AUD",2015-01-06 22:00:00,"87.6",1.1933,1.1969,1.1884,1.189,-51.000000000001,-88.0000000000014,6.99999999999923
"17404","Commodity Index AUD",2015-01-05 22:00:00,"87.6",1.2002,1.2007,1.1864,1.1933,-42.9999999999997,-49.0000000000013,36.0000000000005
"17405","Commodity Index AUD",2015-01-02 22:00:00,"87.6",1.2104,1.2108,1.2001,1.2002,-68.9999999999991,-138,5.00000000000167
"17406","Commodity Index AUD",2015-01-01 22:00:00,"86.4",1.2098,1.2109,1.2098,1.2104,-102,-103,4.00000000000178
"17407","Commodity Index AUD",2014-12-31 22:00:00,"86.4",1.2156,1.217,1.2097,1.2098,5.99999999999934,0,11.000000000001
"17408","Commodity Index AUD",2014-12-30 22:00:00,"86.4",1.2152,1.2188,1.2124,1.2156,-58.0000000000003,-59.0000000000002,14.0000000000007
"17409","Commodity Index AUD",2014-12-29 22:00:00,"86.4",1.2188,1.2221,1.2143,1.2152,3.99999999999956,-28.0000000000014,36.0000000000005
"17410","Commodity Index AUD",2014-12-26 22:00:00,"86.4",1.2225,1.2227,1.2169,1.2183,-30.9999999999988,-40,38.0000000000003
"17411","Commodity Index AUD",2014-12-25 22:00:00,"86.4",1.2196,1.2252,1.2188,1.2225,-41.9999999999998,-55.9999999999983,1.99999999999978
"17412","Commodity Index AUD",2014-12-24 22:00:00,"86.4",1.2172,1.222,1.217,1.2196,28.999999999999,-7.99999999999912,56.0000000000005
"17413","Commodity Index AUD",2014-12-23 22:00:00,"86.4",1.223,1.2246,1.2165,1.2172,23.9999999999996,-1.99999999999978,47.9999999999992
"17414","Commodity Index AUD",2014-12-22 22:00:00,"86.4",1.2225,1.2273,1.2217,1.223,-58.0000000000003,-65.0000000000017,15.9999999999982
"17415","Commodity Index AUD",2014-12-19 22:00:00,"86.4",1.2286,1.2302,1.222,1.2229,0.99999999999989,-12.0000000000009,43.9999999999996
"17416","Commodity Index AUD",2014-12-18 22:00:00,"86.4",1.2342,1.2353,1.2266,1.2286,-56.9999999999982,-65.9999999999994,16.0000000000005
"17417","Commodity Index AUD",2014-12-17 22:00:00,"86.4",1.2511,1.2516,1.2321,1.2342,-56.0000000000005,-76.0000000000005,11.000000000001
"17418","Commodity Index AUD",2014-12-16 22:00:00,"86.4",1.2437,1.257,1.2434,1.2511,-169.000000000001,-190.000000000001,4.99999999999945
"17419","Commodity Index AUD",2014-12-15 22:00:00,"86.4",1.2463,1.2484,1.2415,1.2437,74.0000000000007,-2.99999999999967,132.999999999999
"17420","Commodity Index AUD",2014-12-12 22:00:00,"86.4",1.2411,1.2485,1.2384,1.2462,-24.9999999999995,-46.9999999999993,21.9999999999998
"17421","Commodity Index AUD",2014-12-11 22:00:00,"86.4",1.2448,1.2495,1.237,1.2411,50.9999999999988,-27.0000000000015,73.9999999999985
"17422","Commodity Index AUD",2014-12-10 22:00:00,"86.4",1.2374,1.2448,1.2362,1.2448,-36.9999999999981,-77.9999999999981,47.0000000000015
"17423","Commodity Index AUD",2014-12-09 22:00:00,"86.4",1.2317,1.2448,1.2292,1.2374,73.9999999999985,-12.0000000000009,73.9999999999985
"17424","Commodity Index AUD",2014-12-08 22:00:00,"86.4",1.2284,1.2344,1.2247,1.2317,57.0000000000004,-24.9999999999995,130.999999999999
"17425","Commodity Index AUD",2014-12-05 22:00:00,"86.4",1.2379,1.2393,1.2271,1.2283,34.0000000000007,-36.0000000000005,60.9999999999999
"17426","Commodity Index AUD",2014-12-04 22:00:00,"86.4",1.2311,1.2456,1.228,1.2379,-96.0000000000005,-107.999999999999,14.0000000000007
"17427","Commodity Index AUD",2014-12-03 22:00:00,"86.4",1.2383,1.2391,1.2301,1.2311,67.9999999999992,-31.000000000001,145
"17428","Commodity Index AUD",2014-12-02 22:00:00,"86.4",1.247,1.2476,1.2377,1.2383,-71.9999999999987,-81.9999999999999,8.00000000000134
"17429","Commodity Index AUD",2014-12-01 22:00:00,"86.4",1.2453,1.2507,1.2419,1.247,-87.0000000000015,-93.0000000000009,5.99999999999934
"17430","Commodity Index AUD",2014-11-28 22:00:00,"88.4",1.2467,1.249,1.2427,1.2452,18.0000000000002,-33.0000000000008,54.9999999999984
"17431","Commodity Index AUD",2014-11-27 22:00:00,"88.4",1.2506,1.2524,1.2465,1.2467,-14.9999999999983,-40,23.0000000000019
"17432","Commodity Index AUD",2014-11-26 22:00:00,"88.4",1.2474,1.2532,1.2444,1.2506,-39.0000000000001,-40.9999999999999,18.0000000000002
"17433","Commodity Index AUD",2014-11-25 22:00:00,"88.4",1.2443,1.2487,1.2402,1.2474,31.9999999999987,-30.0000000000011,58.0000000000003
"17434","Commodity Index AUD",2014-11-24 22:00:00,"88.4",1.2376,1.2445,1.236,1.2442,32.0000000000009,-40,44.9999999999995
"17435","Commodity Index AUD",2014-11-21 22:00:00,"88.4",1.2539,1.2568,1.2375,1.2391,50.9999999999988,-31.000000000001,53.9999999999985
"17436","Commodity Index AUD",2014-11-20 22:00:00,"88.4",1.2554,1.2575,1.2504,1.2539,-147.999999999999,-164,28.999999999999
"17437","Commodity Index AUD",2014-11-19 22:00:00,"88.4",1.2536,1.26,1.2513,1.2554,-15.0000000000006,-50.0000000000012,20.9999999999999
"17438","Commodity Index AUD",2014-11-18 22:00:00,"88.4",1.245,1.2545,1.2444,1.2536,18.0000000000002,-22.9999999999997,63.9999999999996
"17439","Commodity Index AUD",2014-11-17 22:00:00,"88.4",1.253,1.2578,1.2445,1.245,85.9999999999994,-6.00000000000156,94.9999999999984
"17440","Commodity Index AUD",2014-11-14 22:00:00,"88.4",1.2477,1.2546,1.2399,1.2525,-74.9999999999984,-80.0000000000001,53.0000000000008
"17441","Commodity Index AUD",2014-11-13 22:00:00,"88.4",1.2438,1.2492,1.2427,1.2477,47.9999999999992,-78.0000000000003,68.9999999999991
"17442","Commodity Index AUD",2014-11-12 22:00:00,"88.4",1.2475,1.2498,1.2419,1.2438,39.0000000000001,-11.000000000001,54.0000000000007
"17443","Commodity Index AUD",2014-11-11 22:00:00,"88.4",1.2421,1.2499,1.2395,1.2475,-37.0000000000004,-56.0000000000005,22.9999999999997
"17444","Commodity Index AUD",2014-11-10 22:00:00,"88.4",1.2457,1.2509,1.2419,1.2421,54.0000000000007,-25.9999999999994,78.0000000000003
"17445","Commodity Index AUD",2014-11-07 22:00:00,"88.4",1.2375,1.247,1.2358,1.2455,-34.0000000000007,-36.0000000000005,53.9999999999985
"17446","Commodity Index AUD",2014-11-06 22:00:00,"88.4",1.2486,1.2533,1.2365,1.2375,80.0000000000001,-17.0000000000003,95.0000000000006
"17447","Commodity Index AUD",2014-11-05 22:00:00,"88.4",1.2546,1.2567,1.2457,1.2486,-110.999999999999,-121,47.0000000000015
"17448","Commodity Index AUD",2014-11-04 22:00:00,"88.4",1.2482,1.2577,1.2481,1.2546,-60.0000000000001,-88.9999999999991,20.9999999999999
"17449","Commodity Index AUD",2014-11-03 22:00:00,"88.4",1.2517,1.2518,1.244,1.2482,63.9999999999996,-0.99999999999989,95.0000000000006
"17450","Commodity Index AUD",2014-10-31 23:00:00,"87.8",1.2613,1.2618,1.2486,1.2525,-42.9999999999997,-84.9999999999995,-6.99999999999923
"17451","Commodity Index AUD",2014-10-30 23:00:00,"87.8",1.2632,1.2639,1.2548,1.2613,-88.0000000000014,-127.000000000002,4.99999999999945
"17452","Commodity Index AUD",2014-10-29 23:00:00,"87.8",1.2734,1.2771,1.2631,1.2632,-19.0000000000001,-84.0000000000018,6.99999999999923
"17453","Commodity Index AUD",2014-10-28 23:00:00,"87.8",1.2698,1.2765,1.2685,1.2734,-102,-103.000000000002,36.9999999999981
"17454","Commodity Index AUD",2014-10-27 23:00:00,"87.8",1.2679,1.2723,1.2666,1.2698,36.0000000000005,-13.0000000000008,66.9999999999993
"17455","Commodity Index AUD",2014-10-24 23:00:00,"87.8",1.2646,1.2696,1.2635,1.2671,27.0000000000015,-4.99999999999945,52.0000000000009
"17456","Commodity Index AUD",2014-10-23 23:00:00,"87.8",1.2649,1.2677,1.2614,1.2646,24.9999999999995,-10.9999999999988,50.0000000000012
"17457","Commodity Index AUD",2014-10-22 23:00:00,"87.8",1.2716,1.274,1.2637,1.2649,-2.99999999999967,-34.9999999999984,28.0000000000014
"17458","Commodity Index AUD",2014-10-21 23:00:00,"87.8",1.28,1.284,1.2715,1.2716,-67.0000000000015,-79.0000000000002,23.9999999999996
"17459","Commodity Index AUD",2014-10-20 23:00:00,"87.8",1.276,1.2817,1.2731,1.28,-83.9999999999996,-84.9999999999995,40
"17460","Commodity Index AUD",2014-10-17 23:00:00,"87.8",1.2809,1.2837,1.2744,1.2761,39.0000000000001,-30.0000000000011,56.0000000000005
"17461","Commodity Index AUD",2014-10-16 23:00:00,"87.8",1.2838,1.2845,1.2706,1.2809,-47.9999999999992,-64.9999999999995,28.0000000000014
"17462","Commodity Index AUD",2014-10-15 23:00:00,"87.8",1.2658,1.2886,1.2625,1.2838,-29.0000000000012,-132.000000000001,6.99999999999923
"17463","Commodity Index AUD",2014-10-14 23:00:00,"87.8",1.2752,1.2768,1.264,1.2658,180,-33.0000000000008,227.999999999999
"17464","Commodity Index AUD",2014-10-13 23:00:00,"87.8",1.2632,1.2761,1.262,1.2752,-93.9999999999985,-111.999999999999,16.0000000000005
"17465","Commodity Index AUD",2014-10-10 23:00:00,"87.8",1.2691,1.2716,1.2606,1.2628,124,-7.99999999999912,133.000000000001
"17466","Commodity Index AUD",2014-10-09 23:00:00,"87.8",1.2734,1.2791,1.2664,1.2691,-62.9999999999997,-84.9999999999995,25.0000000000017
"17467","Commodity Index AUD",2014-10-08 23:00:00,"87.8",1.2669,1.2749,1.2623,1.2734,-43.0000000000019,-70.0000000000012,56.9999999999982
"17468","Commodity Index AUD",2014-10-07 23:00:00,"87.8",1.2655,1.2682,1.2584,1.2669,65.0000000000017,-45.9999999999994,80.0000000000001
"17469","Commodity Index AUD",2014-10-06 23:00:00,"87.8",1.2507,1.2675,1.2504,1.2655,13.9999999999985,-71.0000000000011,26.9999999999992
"17470","Commodity Index AUD",2014-10-03 23:00:00,"87.8",1.2669,1.2675,1.2501,1.2516,139,-12.0000000000009,159
"17471","Commodity Index AUD",2014-10-02 23:00:00,"87.8",1.2623,1.2699,1.2614,1.2669,-152.999999999999,-167.999999999999,6.00000000000156
