"","db","Released.Info","Actual","Open","High","Low","Close","CC_Delta","CL_Delta","HC_Delta"
"4043","AiG Perf of Services Index",2014-09-08 23:00:00,"49.4",1.2943,1.2961,1.2882,1.2895,41.9999999999998,-35.0000000000006,61.9999999999998
"4044","AiG Perf of Services Index",2014-09-05 23:00:00,"49.4",1.2944,1.2988,1.2922,1.2951,-55.9999999999983,-68.9999999999991,10.0000000000011
"4045","AiG Perf of Services Index",2014-09-04 23:00:00,"49.4",1.315,1.3154,1.292,1.2944,6.99999999999923,-21.9999999999998,43.9999999999996
"4046","AiG Perf of Services Index",2014-09-03 23:00:00,"49.4",1.3133,1.316,1.3122,1.315,-206,-229.999999999999,3.99999999999956
"4047","AiG Perf of Services Index",2014-09-02 23:00:00,"49.3",1.3128,1.3137,1.311,1.3133,17.0000000000003,-10.9999999999988,27.0000000000015
"4048","AiG Perf of Services Index",2014-09-01 23:00:00,"49.3",1.3138,1.3145,1.3119,1.3128,4.99999999999945,-18.0000000000002,9.00000000000123
"4049","AiG Perf of Services Index",2014-08-29 23:00:00,"49.3",1.3182,1.3196,1.3132,1.3132,-3.99999999999956,-12.9999999999986,13.0000000000008
"4050","AiG Perf of Services Index",2014-08-28 23:00:00,"49.3",1.3193,1.3221,1.316,1.3182,-50.0000000000012,-50.0000000000012,14.0000000000007
"4051","AiG Perf of Services Index",2014-08-27 23:00:00,"49.3",1.3167,1.321,1.3153,1.3193,-10.9999999999988,-32.9999999999986,28.0000000000014
"4052","AiG Perf of Services Index",2014-08-26 23:00:00,"49.3",1.3192,1.3215,1.3165,1.3167,25.9999999999994,-14.0000000000007,42.9999999999997
"4053","AiG Perf of Services Index",2014-08-25 23:00:00,"49.3",1.3211,1.322,1.3184,1.3192,-24.9999999999995,-26.9999999999992,22.9999999999997
"4054","AiG Perf of Services Index",2014-08-22 23:00:00,"49.3",1.3281,1.3297,1.3221,1.3242,-50.0000000000012,-58.0000000000003,-21.9999999999998
"4055","AiG Perf of Services Index",2014-08-21 23:00:00,"49.3",1.3259,1.3288,1.3242,1.3281,-39.0000000000001,-60.0000000000001,16.0000000000005
"4056","AiG Perf of Services Index",2014-08-20 23:00:00,"49.3",1.332,1.3324,1.3256,1.3259,21.9999999999998,-17.0000000000003,28.999999999999
"4057","AiG Perf of Services Index",2014-08-19 23:00:00,"49.3",1.3364,1.3365,1.3313,1.332,-60.9999999999999,-64.0000000000018,3.99999999999956
"4058","AiG Perf of Services Index",2014-08-18 23:00:00,"49.3",1.3391,1.3399,1.3353,1.3364,-43.9999999999996,-51.000000000001,0.99999999999989
"4059","AiG Perf of Services Index",2014-08-15 23:00:00,"49.3",1.3365,1.3412,1.3359,1.3401,-37.0000000000004,-48.0000000000014,-1.99999999999978
"4060","AiG Perf of Services Index",2014-08-14 23:00:00,"49.3",1.3364,1.3408,1.3349,1.3365,36.0000000000005,-5.99999999999934,46.9999999999993
"4061","AiG Perf of Services Index",2014-08-13 23:00:00,"49.3",1.3369,1.3415,1.3342,1.3364,0.99999999999989,-15.0000000000006,43.9999999999996
"4062","AiG Perf of Services Index",2014-08-12 23:00:00,"49.3",1.3385,1.3386,1.3336,1.3369,-4.99999999999945,-26.9999999999992,45.9999999999994
"4063","AiG Perf of Services Index",2014-08-11 23:00:00,"49.3",1.3401,1.3415,1.3381,1.3385,-16.0000000000005,-49.0000000000013,0.99999999999989
"4064","AiG Perf of Services Index",2014-08-08 23:00:00,"49.3",1.3364,1.3433,1.3344,1.341,-24.9999999999995,-28.999999999999,4.99999999999945
"4065","AiG Perf of Services Index",2014-08-07 23:00:00,"49.3",1.3383,1.3394,1.3337,1.3364,45.9999999999994,-20,68.9999999999991
"4066","AiG Perf of Services Index",2014-08-06 23:00:00,"49.3",1.3376,1.3387,1.3333,1.3383,-19.0000000000001,-45.9999999999994,10.9999999999988
"4067","AiG Perf of Services Index",2014-08-05 23:00:00,"49.3",1.3422,1.3425,1.3358,1.3376,7.00000000000145,-42.9999999999997,11.000000000001
"4068","AiG Perf of Services Index",2014-08-04 23:00:00,"47.6",1.3427,1.3433,1.341,1.3422,-46.0000000000016,-63.9999999999996,2.99999999999967
"4069","AiG Perf of Services Index",2014-08-01 23:00:00,"47.6",1.339,1.3445,1.3379,1.3427,-4.99999999999945,-17.0000000000003,5.99999999999934
"4070","AiG Perf of Services Index",2014-07-31 23:00:00,"47.6",1.3397,1.3401,1.3372,1.339,37.0000000000004,-10.9999999999988,55.0000000000006
"4071","AiG Perf of Services Index",2014-07-30 23:00:00,"47.6",1.3409,1.3415,1.3367,1.3397,-6.99999999999923,-24.9999999999995,4.00000000000178
"4072","AiG Perf of Services Index",2014-07-29 23:00:00,"47.6",1.344,1.3444,1.3404,1.3409,-12.0000000000009,-41.9999999999998,5.99999999999934
"4073","AiG Perf of Services Index",2014-07-28 23:00:00,"47.6",1.3433,1.3444,1.3427,1.344,-31.000000000001,-36.0000000000005,3.99999999999956
"4074","AiG Perf of Services Index",2014-07-25 23:00:00,"47.6",1.3464,1.3476,1.3422,1.343,10.0000000000011,-2.99999999999967,14.0000000000007
"4075","AiG Perf of Services Index",2014-07-24 23:00:00,"47.6",1.3464,1.3485,1.3438,1.3464,-34.0000000000007,-41.9999999999998,11.9999999999987
"4076","AiG Perf of Services Index",2014-07-23 23:00:00,"47.6",1.3466,1.3474,1.3455,1.3464,0,-25.9999999999994,20.9999999999999
"4077","AiG Perf of Services Index",2014-07-22 23:00:00,"47.6",1.3524,1.353,1.3459,1.3466,-1.99999999999978,-11.000000000001,7.99999999999912
"4078","AiG Perf of Services Index",2014-07-21 23:00:00,"47.6",1.3528,1.3549,1.3513,1.3524,-58.0000000000003,-64.9999999999995,5.99999999999934
"4079","AiG Perf of Services Index",2014-07-18 23:00:00,"47.6",1.3526,1.3536,1.3491,1.3524,0,-11.000000000001,24.9999999999995
"4080","AiG Perf of Services Index",2014-07-17 23:00:00,"47.6",1.3525,1.354,1.3517,1.3526,-1.99999999999978,-35.0000000000006,9.9999999999989
"4081","AiG Perf of Services Index",2014-07-16 23:00:00,"47.6",1.3568,1.3573,1.3521,1.3525,0.99999999999989,-8.00000000000134,15.0000000000006
"4082","AiG Perf of Services Index",2014-07-15 23:00:00,"47.6",1.3619,1.3628,1.3562,1.3568,-42.9999999999997,-46.9999999999993,4.99999999999945
"4083","AiG Perf of Services Index",2014-07-14 23:00:00,"47.6",1.3603,1.364,1.3597,1.3619,-51.000000000001,-57.0000000000004,8.99999999999901
"4084","AiG Perf of Services Index",2014-07-11 23:00:00,"47.6",1.3609,1.3625,1.3592,1.3608,11.000000000001,-11.000000000001,32.0000000000009
"4085","AiG Perf of Services Index",2014-07-10 23:00:00,"47.6",1.3642,1.3651,1.3589,1.3609,-0.99999999999989,-17.0000000000003,16.0000000000005
"4086","AiG Perf of Services Index",2014-07-09 23:00:00,"47.6",1.3612,1.3649,1.3602,1.3642,-33.0000000000008,-53.0000000000008,8.99999999999901
"4087","AiG Perf of Services Index",2014-07-08 23:00:00,"47.6",1.3605,1.3617,1.3588,1.3612,30.0000000000011,-9.9999999999989,37.0000000000004
"4088","AiG Perf of Services Index",2014-07-07 23:00:00,"47.6",1.3598,1.3609,1.3576,1.3605,6.99999999999923,-17.0000000000003,11.9999999999987
"4089","AiG Perf of Services Index",2014-07-04 23:00:00,"47.6",1.361,1.3611,1.3586,1.3595,10.0000000000011,-19.0000000000001,14.0000000000007
"4090","AiG Perf of Services Index",2014-07-03 23:00:00,"47.6",1.366,1.3664,1.3596,1.361,-15.0000000000006,-23.9999999999996,0.99999999999989
"4091","AiG Perf of Services Index",2014-07-02 23:00:00,"49.9",1.3679,1.3683,1.3643,1.366,-50.0000000000012,-64.0000000000018,3.99999999999956
"4092","AiG Perf of Services Index",2014-07-01 23:00:00,"49.9",1.3692,1.37,1.3676,1.3679,-18.9999999999979,-35.9999999999983,4.00000000000178
"4093","AiG Perf of Services Index",2014-06-30 23:00:00,"49.9",1.3647,1.3698,1.364,1.3692,-13.0000000000008,-16.0000000000005,8.00000000000134
"4094","AiG Perf of Services Index",2014-06-27 23:00:00,"49.9",1.3612,1.3651,1.361,1.3649,42.9999999999997,-8.99999999999901,48.999999999999
"4095","AiG Perf of Services Index",2014-06-26 23:00:00,"49.9",1.3629,1.3641,1.3576,1.3612,37.0000000000004,-1.99999999999978,39.0000000000001
"4096","AiG Perf of Services Index",2014-06-25 23:00:00,"49.9",1.3606,1.3651,1.3601,1.3629,-17.0000000000003,-53.0000000000008,12.0000000000009
"4097","AiG Perf of Services Index",2014-06-24 23:00:00,"49.9",1.3605,1.3628,1.3584,1.3606,22.9999999999997,-4.99999999999945,44.9999999999995
"4098","AiG Perf of Services Index",2014-06-23 23:00:00,"49.9",1.3592,1.3614,1.3574,1.3605,0.99999999999989,-20.9999999999999,22.9999999999997
"4099","AiG Perf of Services Index",2014-06-20 23:00:00,"49.9",1.3608,1.3634,1.3565,1.36,4.99999999999945,-26.0000000000016,13.9999999999985
"4100","AiG Perf of Services Index",2014-06-19 23:00:00,"49.9",1.3595,1.3644,1.3584,1.3608,-7.99999999999912,-42.9999999999997,25.9999999999994
"4101","AiG Perf of Services Index",2014-06-18 23:00:00,"49.9",1.3547,1.3599,1.3542,1.3595,13.0000000000008,-10.9999999999988,49.0000000000013
"4102","AiG Perf of Services Index",2014-06-17 23:00:00,"49.9",1.3574,1.3587,1.3536,1.3547,47.9999999999992,-4.99999999999945,52.0000000000009
"4103","AiG Perf of Services Index",2014-06-16 23:00:00,"49.9",1.3537,1.3579,1.3513,1.3574,-26.9999999999992,-38.0000000000003,13.0000000000008
"4104","AiG Perf of Services Index",2014-06-13 23:00:00,"49.9",1.3552,1.3579,1.3521,1.354,33.9999999999985,-27.0000000000015,39.0000000000001
"4105","AiG Perf of Services Index",2014-06-12 23:00:00,"49.9",1.3531,1.3572,1.3512,1.3552,-11.9999999999987,-30.9999999999988,27.0000000000015
"4106","AiG Perf of Services Index",2014-06-11 23:00:00,"49.9",1.3547,1.3557,1.3522,1.3532,20,-20,40
"4107","AiG Perf of Services Index",2014-06-10 23:00:00,"49.9",1.3594,1.3602,1.3534,1.3547,-15.0000000000006,-24.9999999999995,9.9999999999989
"4108","AiG Perf of Services Index",2014-06-09 23:00:00,"49.9",1.3644,1.3669,1.3583,1.3594,-46.9999999999993,-60.0000000000001,8.00000000000134
"4109","AiG Perf of Services Index",2014-06-06 23:00:00,"49.9",1.366,1.3677,1.3621,1.3643,-49.0000000000013,-60.0000000000001,25.9999999999994
"4110","AiG Perf of Services Index",2014-06-05 23:00:00,"49.9",1.3599,1.367,1.3503,1.366,-17.0000000000003,-39.0000000000001,16.9999999999981
"4111","AiG Perf of Services Index",2014-06-04 23:00:00,"49.9",1.3628,1.3639,1.3597,1.3599,60.9999999999999,-96.0000000000005,70.9999999999988
"4112","AiG Perf of Services Index",2014-06-03 23:00:00,"48.6",1.3597,1.3648,1.3588,1.3628,-28.999999999999,-31.000000000001,10.9999999999988
"4113","AiG Perf of Services Index",2014-06-02 23:00:00,"48.6",1.3635,1.3644,1.3588,1.3597,31.000000000001,-8.99999999999901,51.000000000001
"4114","AiG Perf of Services Index",2014-05-30 23:00:00,"48.6",1.3602,1.365,1.3599,1.3635,-38.0000000000003,-46.9999999999993,9.00000000000123
"4115","AiG Perf of Services Index",2014-05-29 23:00:00,"48.6",1.3591,1.3626,1.3586,1.3602,32.9999999999986,-2.99999999999967,47.9999999999992
"4116","AiG Perf of Services Index",2014-05-28 23:00:00,"48.6",1.3635,1.3638,1.3589,1.3591,11.000000000001,-4.99999999999945,35.0000000000006
"4117","AiG Perf of Services Index",2014-05-27 23:00:00,"48.6",1.3646,1.3669,1.3613,1.3635,-43.9999999999996,-45.9999999999994,2.99999999999967
"4118","AiG Perf of Services Index",2014-05-26 23:00:00,"48.6",1.3628,1.3655,1.3615,1.3646,-11.000000000001,-33.0000000000008,22.9999999999997
"4119","AiG Perf of Services Index",2014-05-23 23:00:00,"48.6",1.3656,1.366,1.3616,1.3629,17.0000000000003,-14.0000000000007,25.9999999999994
"4120","AiG Perf of Services Index",2014-05-22 23:00:00,"48.6",1.3687,1.3688,1.3645,1.3656,-26.9999999999992,-40,4.00000000000178
"4121","AiG Perf of Services Index",2014-05-21 23:00:00,"48.6",1.3702,1.3723,1.3635,1.3687,-31.000000000001,-41.9999999999998,0.99999999999989
"4122","AiG Perf of Services Index",2014-05-20 23:00:00,"48.6",1.3709,1.3714,1.3678,1.3702,-15.0000000000006,-67.0000000000015,20.9999999999999
"4123","AiG Perf of Services Index",2014-05-19 23:00:00,"48.6",1.3703,1.3734,1.3689,1.3709,-6.99999999999923,-31.000000000001,4.99999999999945
"4124","AiG Perf of Services Index",2014-05-16 23:00:00,"48.6",1.371,1.3727,1.3685,1.3694,15.0000000000006,-4.99999999999945,40
"4125","AiG Perf of Services Index",2014-05-15 23:00:00,"48.6",1.3715,1.3732,1.3648,1.371,-16.0000000000005,-24.9999999999995,17.0000000000003
"4126","AiG Perf of Services Index",2014-05-14 23:00:00,"48.6",1.3704,1.3731,1.3698,1.3715,-4.99999999999945,-66.9999999999993,17.0000000000003
"4127","AiG Perf of Services Index",2014-05-13 23:00:00,"48.6",1.3757,1.3772,1.3689,1.3704,10.9999999999988,-6.00000000000156,26.9999999999992
"4128","AiG Perf of Services Index",2014-05-12 23:00:00,"48.6",1.3755,1.3775,1.3749,1.3757,-52.9999999999986,-67.9999999999992,15.0000000000006
"4129","AiG Perf of Services Index",2014-05-09 23:00:00,"48.6",1.384,1.3845,1.3745,1.3758,-0.99999999999989,-8.99999999999901,17.0000000000003
"4130","AiG Perf of Services Index",2014-05-08 23:00:00,"48.6",1.391,1.3993,1.3833,1.384,-81.9999999999999,-94.9999999999984,5.00000000000167
"4131","AiG Perf of Services Index",2014-05-07 23:00:00,"48.6",1.3928,1.3939,1.391,1.391,-70.0000000000012,-77.0000000000004,82.9999999999997
"4132","AiG Perf of Services Index",2014-05-06 23:00:00,"48.6",1.3875,1.3951,1.3872,1.3928,-18.0000000000002,-18.0000000000002,10.9999999999988
"4133","AiG Perf of Services Index",2014-05-05 23:00:00,"48.6",1.3871,1.3887,1.3865,1.3875,53.0000000000008,-2.99999999999967,76.0000000000005
"4134","AiG Perf of Services Index",2014-05-02 23:00:00,"48.9",1.387,1.3881,1.3812,1.3869,5.99999999999934,-3.99999999999956,18.0000000000002
"4135","AiG Perf of Services Index",2014-05-01 23:00:00,"48.9",1.3867,1.3889,1.3863,1.387,-0.99999999999989,-58.0000000000003,10.9999999999988
"4136","AiG Perf of Services Index",2014-04-30 23:00:00,"48.9",1.3812,1.3877,1.3775,1.3867,2.99999999999967,-3.99999999999956,21.9999999999998
"4137","AiG Perf of Services Index",2014-04-29 23:00:00,"48.9",1.3851,1.3879,1.3806,1.3812,55.0000000000006,-37.0000000000004,64.9999999999995
"4138","AiG Perf of Services Index",2014-04-28 23:00:00,"48.9",1.3837,1.3879,1.3815,1.3851,-39.0000000000001,-44.9999999999995,27.9999999999991
"4139","AiG Perf of Services Index",2014-04-25 23:00:00,"48.9",1.3831,1.3848,1.3827,1.3834,17.0000000000003,-19.0000000000001,44.9999999999995
"4140","AiG Perf of Services Index",2014-04-24 23:00:00,"48.9",1.3817,1.3843,1.3792,1.3831,2.99999999999967,-3.99999999999956,17.0000000000003
"4141","AiG Perf of Services Index",2014-04-23 23:00:00,"48.9",1.3805,1.3855,1.38,1.3817,14.0000000000007,-24.9999999999995,26.0000000000016
"4142","AiG Perf of Services Index",2014-04-22 23:00:00,"48.9",1.3793,1.3825,1.3785,1.3805,11.9999999999987,-5.00000000000167,49.9999999999989
"4143","AiG Perf of Services Index",2014-04-21 23:00:00,"48.9",1.3816,1.3831,1.3787,1.3793,12.0000000000009,-7.99999999999912,32.0000000000009
"4144","AiG Perf of Services Index",2014-04-18 23:00:00,"48.9",1.3814,1.3822,1.3809,1.3813,-20,-25.9999999999994,18.0000000000002
"4145","AiG Perf of Services Index",2014-04-17 23:00:00,"48.9",1.3816,1.3865,1.3811,1.3814,-0.99999999999989,-4.99999999999945,8.00000000000134
"4146","AiG Perf of Services Index",2014-04-16 23:00:00,"48.9",1.3815,1.3851,1.3804,1.3816,-1.99999999999978,-4.99999999999945,49.0000000000013
"4147","AiG Perf of Services Index",2014-04-15 23:00:00,"48.9",1.3821,1.3833,1.3791,1.3815,0.99999999999989,-10.9999999999988,36.0000000000005
"4148","AiG Perf of Services Index",2014-04-14 23:00:00,"48.9",1.3843,1.3863,1.3808,1.3821,-6.00000000000156,-30.0000000000011,11.9999999999987
"4149","AiG Perf of Services Index",2014-04-11 23:00:00,"48.9",1.3886,1.3906,1.3864,1.3885,-63.9999999999996,-77.0000000000004,-21.9999999999998
"4150","AiG Perf of Services Index",2014-04-10 23:00:00,"48.9",1.3855,1.3899,1.3836,1.3886,-0.99999999999989,-21.9999999999998,20
"4151","AiG Perf of Services Index",2014-04-09 23:00:00,"48.9",1.3797,1.3862,1.378,1.3855,31.000000000001,-19.0000000000001,43.9999999999996
"4152","AiG Perf of Services Index",2014-04-08 23:00:00,"48.9",1.3742,1.3812,1.3737,1.3797,58.0000000000003,-17.0000000000003,65.0000000000017
"4153","AiG Perf of Services Index",2014-04-07 23:00:00,"48.9",1.3697,1.3749,1.3694,1.3742,54.9999999999984,-5.00000000000167,69.9999999999989
"4154","AiG Perf of Services Index",2014-04-04 23:00:00,"48.9",1.372,1.3731,1.3673,1.3705,37.0000000000004,-11.000000000001,43.9999999999996
"4155","AiG Perf of Services Index",2014-04-03 23:00:00,"48.9",1.3767,1.3805,1.3698,1.372,-15.0000000000006,-47.0000000000015,10.9999999999988
"4156","AiG Perf of Services Index",2014-04-02 23:00:00,"48.9",1.3793,1.382,1.3753,1.3767,-46.9999999999993,-69.0000000000013,38.0000000000003
"4157","AiG Perf of Services Index",2014-04-01 23:00:00,"55.2",1.3769,1.3815,1.3769,1.3793,-25.9999999999994,-40,26.9999999999992
"4158","AiG Perf of Services Index",2014-03-31 23:00:00,"55.2",1.3755,1.3809,1.3725,1.3769,23.9999999999996,0,45.9999999999994
"4159","AiG Perf of Services Index",2014-03-28 23:00:00,"55.2",1.374,1.3773,1.3705,1.3752,17.0000000000003,-26.9999999999992,57.0000000000004
"4160","AiG Perf of Services Index",2014-03-27 23:00:00,"55.2",1.3781,1.3797,1.3729,1.374,11.9999999999987,-35.0000000000006,32.9999999999986
"4161","AiG Perf of Services Index",2014-03-26 23:00:00,"55.2",1.3826,1.3828,1.3777,1.3781,-40.9999999999999,-52.0000000000009,15.9999999999982
"4162","AiG Perf of Services Index",2014-03-25 23:00:00,"55.2",1.3839,1.3847,1.375,1.3826,-44.9999999999995,-49.0000000000013,1.99999999999978
"4163","AiG Perf of Services Index",2014-03-24 23:00:00,"55.2",1.3792,1.3876,1.376,1.3839,-12.9999999999986,-88.9999999999991,8.00000000000134
"4164","AiG Perf of Services Index",2014-03-21 23:00:00,"55.2",1.3779,1.3811,1.3766,1.3794,44.9999999999995,-34.0000000000007,81.9999999999999
"4165","AiG Perf of Services Index",2014-03-20 23:00:00,"55.2",1.3833,1.3845,1.3749,1.3779,15.0000000000006,-12.9999999999986,32.0000000000009
"4166","AiG Perf of Services Index",2014-03-19 23:00:00,"55.2",1.3934,1.3934,1.381,1.3833,-54.0000000000007,-83.9999999999996,12.0000000000009
"4167","AiG Perf of Services Index",2014-03-18 23:00:00,"55.2",1.3922,1.3943,1.388,1.3934,-101,-124,0
"4168","AiG Perf of Services Index",2014-03-17 23:00:00,"55.2",1.3903,1.3948,1.3879,1.3922,11.9999999999987,-42.000000000002,20.9999999999999
"4169","AiG Perf of Services Index",2014-03-14 23:00:00,"55.2",1.3868,1.3937,1.3848,1.3914,8.00000000000134,-35.0000000000006,34.0000000000007
"4170","AiG Perf of Services Index",2014-03-13 23:00:00,"55.2",1.3903,1.3967,1.3846,1.3868,45.9999999999994,-20,68.9999999999991
"4171","AiG Perf of Services Index",2014-03-12 23:00:00,"55.2",1.386,1.3914,1.3844,1.3903,-35.0000000000006,-57.0000000000004,63.9999999999996
"4172","AiG Perf of Services Index",2014-03-11 23:00:00,"55.2",1.3877,1.3879,1.3834,1.386,43.0000000000019,-15.9999999999982,54.0000000000007
"4173","AiG Perf of Services Index",2014-03-10 23:00:00,"55.2",1.3877,1.3898,1.3862,1.3877,-17.0000000000003,-42.9999999999997,1.99999999999978
"4174","AiG Perf of Services Index",2014-03-07 22:00:00,"55.2",1.3861,1.3915,1.3852,1.3875,1.99999999999978,-12.9999999999986,22.9999999999997
"4175","AiG Perf of Services Index",2014-03-06 22:00:00,"55.2",1.3733,1.3873,1.3721,1.3861,13.9999999999985,-9.00000000000123,53.9999999999985
"4176","AiG Perf of Services Index",2014-03-05 22:00:00,"55.2",1.3743,1.3748,1.3708,1.3733,128.000000000001,-11.9999999999987,140
"4177","AiG Perf of Services Index",2014-03-04 22:00:00,"49.3",1.3735,1.3782,1.3721,1.3743,-10.0000000000011,-35.0000000000006,4.99999999999945
"4178","AiG Perf of Services Index",2014-03-03 22:00:00,"49.3",1.3779,1.3793,1.3726,1.3735,8.00000000000134,-13.9999999999985,47.0000000000015
"4179","AiG Perf of Services Index",2014-02-28 22:00:00,"49.3",1.371,1.3825,1.3694,1.3802,-67.0000000000015,-76.0000000000005,-9.00000000000123
"4180","AiG Perf of Services Index",2014-02-27 22:00:00,"49.3",1.3687,1.3727,1.3643,1.371,92.000000000001,-16.0000000000005,115.000000000001
"4181","AiG Perf of Services Index",2014-02-26 22:00:00,"49.3",1.3745,1.3757,1.3662,1.3687,22.9999999999997,-43.9999999999996,40
"4182","AiG Perf of Services Index",2014-02-25 22:00:00,"49.3",1.3735,1.3767,1.3716,1.3745,-58.0000000000003,-82.9999999999997,11.9999999999987
"4183","AiG Perf of Services Index",2014-02-24 22:00:00,"49.3",1.3733,1.3771,1.3709,1.3735,10.0000000000011,-19.0000000000001,32.0000000000009
"4184","AiG Perf of Services Index",2014-02-21 22:00:00,"49.3",1.3719,1.3759,1.3702,1.3746,-11.000000000001,-37.0000000000004,24.9999999999995
"4185","AiG Perf of Services Index",2014-02-20 22:00:00,"49.3",1.3733,1.3763,1.3686,1.3719,27.0000000000015,-16.9999999999981,40
"4186","AiG Perf of Services Index",2014-02-19 22:00:00,"49.3",1.3759,1.3773,1.3725,1.3733,-14.0000000000007,-46.9999999999993,30.0000000000011
"4187","AiG Perf of Services Index",2014-02-18 22:00:00,"49.3",1.3707,1.377,1.3695,1.3759,-25.9999999999994,-33.9999999999985,14.0000000000007
"4188","AiG Perf of Services Index",2014-02-17 22:00:00,"49.3",1.3688,1.3724,1.3688,1.3707,51.9999999999987,-12.0000000000009,62.9999999999997
"4189","AiG Perf of Services Index",2014-02-14 22:00:00,"49.3",1.3681,1.3715,1.3674,1.3693,14.0000000000007,-4.99999999999945,31.000000000001
"4190","AiG Perf of Services Index",2014-02-13 22:00:00,"49.3",1.3593,1.3692,1.3585,1.3681,11.9999999999987,-7.00000000000145,33.9999999999985
"4191","AiG Perf of Services Index",2014-02-12 22:00:00,"49.3",1.3638,1.3653,1.3562,1.3593,88.0000000000014,-7.99999999999912,99.0000000000002
"4192","AiG Perf of Services Index",2014-02-11 22:00:00,"49.3",1.3646,1.3683,1.363,1.3638,-44.9999999999995,-75.9999999999983,15.0000000000006
"4193","AiG Perf of Services Index",2014-02-10 22:00:00,"49.3",1.3634,1.3651,1.3609,1.3646,-8.00000000000134,-16.0000000000005,37.0000000000004
"4194","AiG Perf of Services Index",2014-02-07 22:00:00,"49.3",1.359,1.3642,1.3552,1.3635,11.000000000001,-25.9999999999994,16.0000000000005
"4195","AiG Perf of Services Index",2014-02-06 22:00:00,"49.3",1.3533,1.3619,1.3484,1.359,44.9999999999995,-38.0000000000003,52.0000000000009
"4196","AiG Perf of Services Index",2014-02-05 22:00:00,"49.3",1.3519,1.3555,1.3499,1.3533,57.0000000000004,-48.999999999999,86.0000000000016
"4197","AiG Perf of Services Index",2014-02-04 22:00:00,"46.1",1.3525,1.3539,1.3494,1.3519,13.9999999999985,-20,35.9999999999983
"4198","AiG Perf of Services Index",2014-02-03 22:00:00,"46.1",1.349,1.3536,1.3477,1.3525,-5.99999999999934,-31.000000000001,14.0000000000007
"4199","AiG Perf of Services Index",2014-01-31 22:00:00,"46.1",1.3555,1.3573,1.3479,1.3486,39.0000000000001,-9.00000000000123,49.9999999999989
"4200","AiG Perf of Services Index",2014-01-30 22:00:00,"46.1",1.3663,1.3666,1.3544,1.3555,-68.9999999999991,-75.9999999999983,18.0000000000002
"4201","AiG Perf of Services Index",2014-01-29 22:00:00,"46.1",1.3671,1.3685,1.3603,1.3663,-108.000000000001,-119,2.99999999999967
"4202","AiG Perf of Services Index",2014-01-28 22:00:00,"46.1",1.3673,1.3688,1.3629,1.3671,-7.99999999999912,-67.9999999999992,14.0000000000007
"4203","AiG Perf of Services Index",2014-01-27 22:00:00,"46.1",1.3675,1.3717,1.3653,1.3673,-1.99999999999978,-43.9999999999996,15.0000000000006
"4204","AiG Perf of Services Index",2014-01-24 22:00:00,"46.1",1.3696,1.3739,1.3663,1.3678,-4.99999999999945,-24.9999999999995,39.0000000000001
"4205","AiG Perf of Services Index",2014-01-23 22:00:00,"46.1",1.3547,1.3698,1.353,1.3696,-18.0000000000002,-32.9999999999986,42.9999999999997
"4206","AiG Perf of Services Index",2014-01-22 22:00:00,"46.1",1.3561,1.3583,1.3535,1.3547,148.999999999999,-17.0000000000003,150.999999999999
"4207","AiG Perf of Services Index",2014-01-21 22:00:00,"46.1",1.3552,1.3569,1.3517,1.3561,-14.0000000000007,-26.0000000000016,21.9999999999998
"4208","AiG Perf of Services Index",2014-01-20 22:00:00,"46.1",1.3545,1.3568,1.3508,1.3552,9.00000000000123,-35.0000000000006,17.0000000000003
"4209","AiG Perf of Services Index",2014-01-17 22:00:00,"46.1",1.362,1.3621,1.3517,1.3541,10.9999999999988,-33.0000000000008,26.9999999999992
"4210","AiG Perf of Services Index",2014-01-16 22:00:00,"46.1",1.3605,1.365,1.3583,1.362,-79.0000000000002,-103.000000000002,0.99999999999989
"4211","AiG Perf of Services Index",2014-01-15 22:00:00,"46.1",1.3679,1.3681,1.3582,1.3605,15.0000000000006,-21.9999999999998,44.9999999999995
"4212","AiG Perf of Services Index",2014-01-14 22:00:00,"46.1",1.3671,1.3699,1.3649,1.3679,-73.9999999999985,-96.9999999999982,2.000000000002
"4213","AiG Perf of Services Index",2014-01-13 22:00:00,"46.1",1.3674,1.3685,1.3638,1.3671,7.99999999999912,-21.9999999999998,27.9999999999991
"4214","AiG Perf of Services Index",2014-01-10 22:00:00,"46.1",1.3608,1.3687,1.3572,1.367,0.99999999999989,-32.0000000000009,15.0000000000006
"4215","AiG Perf of Services Index",2014-01-09 22:00:00,"46.1",1.3576,1.3633,1.3549,1.3608,61.9999999999998,-36.0000000000005,79.0000000000002
"4216","AiG Perf of Services Index",2014-01-08 22:00:00,"46.1",1.3616,1.3635,1.3554,1.3576,32.0000000000009,-26.9999999999992,57.0000000000004
"4217","AiG Perf of Services Index",2014-01-07 22:00:00,"46.1",1.3629,1.3656,1.3597,1.3616,-40,-61.9999999999998,19.0000000000001
"4218","AiG Perf of Services Index",2014-01-06 22:00:00,"46.1",1.359,1.3653,1.3572,1.3629,-13.0000000000008,-32.0000000000009,26.9999999999992
"4219","AiG Perf of Services Index",2014-01-03 22:00:00,"48.9",1.3672,1.3673,1.3583,1.3589,40,-17.0000000000003,63.9999999999996
"4220","AiG Perf of Services Index",2014-01-02 22:00:00,"48.9",1.3763,1.3775,1.363,1.3672,-82.9999999999997,-88.9999999999991,0.99999999999989
